timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-17T14:29:08,codecarbon,6e93d6ec-200c-4d0d-80b3-9630a4a67b2e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.028561618000822,2.7345314151881966e-07,1.3480149633724798e-07,1.5027726165000002,0.0,10.0,6.377730437834704e-07,0.0,4.241920411110793e-06,4.879693454894264e-06,0.0,France,FRA,occitanie,,,Linux-6.12.73+deb13-amd64-x86_64-with-glibc2.41,3.13.5,3.2.3,16,AMD Ryzen 7 5825U with Radeon Graphics,,,3.2086,43.3389,15.032402038574219,machine,0,0,0,0,N,1.0,0.0
